"ID","Date","State","Ride or Device","Device type","Manufacturer","Category","Age","Accident Description","Injury"
"899791","23-May-1997","TX","waterslide","Water slide","Whitewater West Industries Ltd.","Patron's body hit something (participatory attraction)","16","Hit head.","Laceration"
"899786","22-May-1997","TX","go kart","Go-kart","Soli","Collision: patron-controlled vehicles","13","Cut off by another kart.","Pain"
"899787","22-May-1997","TX","go kart","Go-kart","FKL Go Karts Inc","Collision: patron-controlled vehicles","","Struck by another kart & flipped on side..","Bruise"
"899785","22-May-1997","TX","waterslide","Water slide","Whitewater West Industries Ltd.","Patron's body hit something (participatory attraction)","11","Twisted ankle at bottom of pool.","Sprain"
"899781","17-May-1997","TX","Pirate Ship","Pirate ship","","Load/Unload: scrape or stumble","","Slipped on platform.","Pain"
"899783","17-May-1997","TX","go kart","Go-kart","Soli","Collision: patron-controlled vehicles","14","Hit by another kart.","Bruise"
"899784","17-May-1997","TX","go kart","Go-kart","Soli","Collision: patron-controlled vehicles","7","Hit by another kart.","Pain"
"899780","17-May-1997","TX","inverted coaster","Coaster - inverted","Bolliger & Mabillard","Illness or neurological symptoms","22","Asthma attack","Asthma attack"
"899782","17-May-1997","TX","waterslide","Water slide","Whitewater West Industries Ltd.","Patron flipped off inner tube or mat","16","Tube flipped over.","Fracture, possible"
"899779","16-May-1997","TX","go kart","Go-kart","Soli","Collision: patron-controlled vehicles","26","Hit by another kart.","Pain"
"899776","15-May-1997","TX","go kart","Go-kart","Soli","Collision: patron-controlled vehicles","13","Hit by another kart.","Abrasion"
"899777","15-May-1997","TX","go kart","Go-kart","J & J Amusements, Inc","Collision: patron-controlled vehicles","","Struck from behind by another kart, hit rail.","Sore, burn"
"899778","15-May-1997","TX","go kart","Go-kart","J & J Amusements, Inc","Collision: patron-controlled vehicles","","Struck from behind by another kart.","Hurt"
"899775","15-May-1997","TX","rafting ride","Rafting ride","Intamin AG","Injured in queue or exit","12","Turned direction while walking.","Strain"
"899774","14-May-1997","TX","tube slide","Water slide","Whitewater West Industries Ltd.","Patrons collided","32","Hit bottom of pool when husband fell on.","Nausea"
"899773","14-May-1997","TX","rafting ride","Rafting ride","Intamin AG","Injured in queue or exit","4","Ran into divider on walkway.","Laceration"
"899772","14-May-1997","TX","waterslide","Water slide","Whitewater West Industries Ltd.","Seizure or LOC","10","Heat.","Unconsciousness"
"897645","13-May-1997","FL","wave pool","Wave pool","","Employee injured","","OSHA Investigation/nothing since 9/22/97","Death"
"899770","10-May-1997","TX","rafting ride","Rafting ride","Intamin AG","Injured by foreign object","4","Stung by unknown insect.","Swelling, redness"
"899771","10-May-1997","TX","waterslide","Water slide","Waterworld Products Inc.","Patron's body hit something (participatory attraction)","21","Hit side of flume.","Contusion"
"899769","09-May-1997","TX","Z64","Coaster - zyklon","Pinfari","Load/Unload: scrape or stumble","23","Fell on stairway.","Pain"
"899768","09-May-1997","TX","tube slide","Water slide","Whitewater West Industries Ltd.","Patron's body hit something (participatory attraction)","13","Hit pool bottom.","Pain"
"899767","05-May-1997","TX","inverted coaster","Coaster - inverted","Bolliger & Mabillard","Body pain (normal motion)","39","Arms outstretched, then locked.","Locked"
"899766","04-May-1997","TX","go kart","Go-kart","FKL Go Karts Inc","Patron hit something within ride vehicle","","Cut hand on car.","Cut"
"899762","03-May-1997","TX","wild mouse","Coaster - wild mouse","Miler Coaster, Inc.","Unknown (not enough info)","","Bump","Bump"
"899761","03-May-1997","TX","go kart","Go-kart","Soli","Collision: patron-controlled vehicles","49","Hit by another kart.","Pain"
"899764","03-May-1997","TX","go kart","Go-kart","J & J Amusements, Inc","Collision: patron-controlled vehicles","","Hit from behind by a car, helmut problem.","Pain"
"899765","03-May-1997","TX","kiddie pool","Wet play","Whitewater West Industries Ltd.","Fall (climb or play area)","6","Fell on stairs.","Laceration"
"899763","03-May-1997","TX","inverted coaster","Coaster - inverted","Bolliger & Mabillard","Body pain (normal motion)","12","Pain","Pain"
"899760","01-May-1997","TX","inverted coaster","Coaster - inverted","Bolliger & Mabillard","Load/Unload: scrape or stumble","18","Walking down ramp, twisted leg.","Strain"
"899757","18-Apr-1997","TX","Tilt-a-Whirl","Tilt-a-whirl/waltzer","Sellner","Patron hit something within ride vehicle","7","Hit mouth on safety bar.","Bloody"
"899758","18-Apr-1997","TX","Hustler","Spinning cups/tubs","Morgan","Body pain (normal motion)","16","Pain","Pain"
"897646","18-Apr-1997","FL","go kart","Go-kart","","Unknown (not enough info)","","No record of this accident/ 3/2 Pub. Rec. Req.","Fx Disk"
"899756","18-Apr-1997","TX","rafting ride","Rafting ride","Intamin AG","Body pain (normal motion)","15","Neck popped.","Strain, pain"
"899755","12-Apr-1997","TX","Z64","Coaster - zyklon","Pinfari","Patron hit something within ride vehicle","9","Hit front padding of car.","Chipped, cut"
"899754","11-Apr-1997","TX","go kart","Go-kart","Soli","Collision: patron-controlled vehicles","12","Hit by another kart.","Bloody"
"899753","11-Apr-1997","TX","waterslide","Water slide","Whitewater West Industries Ltd.","Patron's body hit something (participatory attraction)","12","Boat hit mouth.","Chipped, broken"
"898122","08-Apr-1997","NV","indoor skydiving ride","Skydiving ride","","Patron's body hit something (participatory attraction)","","Patron fractured right ankle during an improper landing.","Fractured right ankle"
"897648","29-Mar-1997","FL","fun house","Fun house","","Unknown (not enough info)","","Atty notice/no prior record of accd.","Bruises"
"899752","28-Mar-1997","TX","go kart","Go-kart","Soli","Go-kart or bumper car hit stationary object","17","Hit barriers.","Pain"
"899751","28-Mar-1997","TX","sky ride","Sky ride/ski lift","","Patron hit something within ride vehicle","12","Cut on unknown object.","Laceration"
"899750","28-Mar-1997","TX","waterslide","Water slide","Whitewater West Industries Ltd.","Patron's body hit something (participatory attraction)","8","Hit rock in waterfall.","Scrape"
"899748","27-Mar-1997","TX","go kart","Go-kart","Soli","Collision: patron-controlled vehicles","38","Hit another go kart.","Pain"
"899745","27-Mar-1997","TX","inverted coaster","Coaster - inverted","Bolliger & Mabillard","Body pain (normal motion)","17","Strain, pain","Strain, pain"
"899749","27-Mar-1997","TX","inverted coaster","Coaster - inverted","Bolliger & Mabillard","Body pain (normal motion)","11","Stiff","Stiff"
"899746","27-Mar-1997","TX","waterslide","Water slide","Whitewater West Industries Ltd.","Patron flipped off inner tube or mat","21","Tube flipped & hit bottom of pool.","Sprain"
"899747","27-Mar-1997","TX","waterslide","Water slide","Whitewater West Industries Ltd.","Patron flipped off inner tube or mat","41","Tube flipped and foot hit bottom.","Twisted"
"899744","25-Mar-1997","TX","rafting ride","Rafting ride","Intamin AG","Injured in queue or exit","3","Running & struck turnstile w face.","Hematoma"
"899742","23-Mar-1997","TX","tube slide","Water slide","Whitewater West Industries Ltd.","Patron flipped off inner tube or mat","13","Boogie board slipped & fell.","Contusion, strain"
"899743","23-Mar-1997","TX","Looping Star","Coaster - miscellaneous","Schwarzkopf  Rides","Patron hit something within ride vehicle","19","Struck arm on bar.","Fracture"
"898055","22-Mar-1997","NY","kiddie ferris wheel","Ferris/gondola wheel","","Ejection/fall from ride","","Ferris wheel stopped abruptly.  Two patrons fell from seat and landed on another child who was...","1) Fracture of left eye orbit requiring surgical insertion of metal plate with screws, and about 70 stitches.  2) Bruises on head, side, and leg.  3) Double vision and disorientation."
"899741","21-Mar-1997","TX","shoot the chute","Shoot the chute","Intamin AG","Body pain (normal motion)","18","Pain","Pain"
"899740","21-Mar-1997","TX","tube slide","Water slide","Whitewater West Industries Ltd.","Patron's body hit something (participatory attraction)","15","Descending from top of slide.","Laceration, abrasion"
"899739","21-Mar-1997","TX","inverted coaster","Coaster - inverted","Bolliger & Mabillard","Restraint too tight","19","Harness was shoved in chest.","Pain"
"899737","20-Mar-1997","TX","Himalaya","Himalaya-type","Wisdom Industries, Ltd.","Injured by foreign object","","Laceration from hanging speaker wire.","Laceration"
"899738","20-Mar-1997","TX","Motorcycles","Roundabout","Hampton Amusement Rides LLC","Load/Unload: scrape or stumble","2","Fell off the motorcycles. Cycles were not moving.","Abrasion"
"899735","19-Mar-1997","TX","go kart","Go-kart","J & J Amusements, Inc","Go-kart or bumper car hit stationary object","","Hit gate with kart.","Bit tongue, cut"
"899736","19-Mar-1997","TX","waterslide","Water slide","Whitewater West Industries Ltd.","Patron's body hit something (participatory attraction)","10","Bumped knee.","Strain"
"899734","18-Mar-1997","TX","go kart","Go-kart","Soli","Collision: patron-controlled vehicles","13","Hit from behind by car.","Bruise, pain"
"899733","18-Mar-1997","TX","flume ride","Flume ride","Arrow Dynamics","Extremity hit something outside carrier","12","Hit sign.","Laceration"
"899732","17-Mar-1997","TX","rafting ride","Rafting ride","Intamin AG","Load/Unload: scrape or stumble","9","Running & fell on edge of stairs.","Pain"
"897649","15-Mar-1997","FL","Crazy Dance","Sizzler/scrambler","Fabbri Group","Unknown (not enough info)","","Unknown","Neck inj."
"899730","14-Mar-1997","TX","go kart","Go-kart","FKL Go Karts Inc","Collision: patron-controlled vehicles","","Car went piggy back on car.","Smashed finger"
"899729","13-Mar-1997","TX","go kart","Go-kart","Soli","Collision: patron-controlled vehicles","11","Hit from behind by car.","Laceration"
"899728","11-Mar-1997","TX","waterslide","Water slide","Whitewater West Industries Ltd.","Patron's body hit something (participatory attraction)","5","Hit side of slide & fell in pool.","Contusion, nose bleed"
"897650","08-Mar-1997","FL","fun house","Fun house","","Unknown (not enough info)","","8/28/97 ACL resp. to paralegal request","Unknown"
"899727","07-Mar-1997","TX","go kart","Go-kart","J & J Amusements, Inc","Collision: patron-controlled vehicles","34","Rearended by another kart.","Headache, pain"
"899726","06-Mar-1997","TX","antique cars","Car ride","Arrow Dynamics","Patron hit something within ride vehicle","44","Sat on metal edge next to seat.","Hematoma"
"899725","02-Mar-1997","TX","go kart","Go-kart","FKL Go Karts Inc","Collision: patron-controlled vehicles","","Struck by another kart.","Bruise"
"897651","28-Feb-1997","FL","Himalaya","Himalaya-type","","Unknown (not enough info)","","Unknown","Fx. plus"
"898123","28-Feb-1997","NV","go kart","Go-kart","Soli","Go-kart or bumper car hit stationary object","","Patron broke leg after the driver of a two-seat go-kart crashed into a wall at a go-kart track...","Broken leg"
"899724","28-Feb-1997","TX","go kart","Go-kart","Soli","Collision: patron-controlled vehicles","14","Hit from behind by car.","Pain"
"899723","27-Feb-1997","TX","go kart","Go-kart","J & J Amusements, Inc","Collision: patron-controlled vehicles","38","Rearended by another kart.","Sore"
"898124","21-Feb-1997","NV","Sizzler","Sizzler/scrambler","Wisdom Industries, Ltd.","Ejection/fall from ride","3","Child managed to exit a spinning ride while the ride was spinning and was dragged under the ride...","Cause of death:  crushed head"
"899722","20-Feb-1997","TX","go kart","Go-kart","J & J Amusements, Inc","Patron hit by ride","13","Got out of kart & was struck.","Fracture"
"897652","16-Feb-1997","FL","fun house","Fun house","","Fall (climb or play area)","","3/17/99 pub rec req. first notice.","Tail bone"
"897653","15-Feb-1997","FL","bumper cars","Bumper car","","Unknown (not enough info)","","Records request for insp. 12/1/98","Fx. ankle"
"899720","15-Feb-1997","TX","go kart","Go-kart","Soli","Collision: patron-controlled vehicles","12","Hit from behind by car.","Pain"
"899721","15-Feb-1997","TX","go kart","Go-kart","Soli","Collision: patron-controlled vehicles","13","Hit by go kart.","Pain"
"897654","14-Feb-1997","FL","Himalaya","Himalaya-type","Reverchon","Unknown (not enough info)","","Records subpoenaed, John Pierce atty handling , 4/30 another records request","Sev. Foot"
"899719","14-Feb-1997","TX","go kart","Go-kart","Soli","Go-kart or bumper car hit stationary object","14","Guest lost control.","Bruise, laceration"
"897655","08-Feb-1997","FL","Enterprise","Enterprise","","Unknown (not enough info)","","768.28 Notice, Robt. Pierce coordingating w/ DivRM","Multiple"
"899718","01-Feb-1997","TX","go kart","Go-kart","FKL Go Karts Inc","Collision: patron-controlled vehicles","19","Rearended by another kart.","Strain"
"899717","31-Jan-1997","TX","Tilt-a-Whirl","Tilt-a-whirl/waltzer","Sellner","Patron hit by ride","34","Car hit leg & not seated while in motion.","Pain"
"899716","18-Jan-1997","TX","go kart","Go-kart","J & J Amusements, Inc","Collision: patron-controlled vehicles","13","Tried to pass kart & clipped.","Pain"
"899715","03-Jan-1997","TX","go kart","Go-kart","J & J Amusements, Inc","Collision: patron-controlled vehicles","38","Rearended by another kart.","Sore"
"899714","01-Jan-1997","TX","go kart","Go-kart","Soli","Go-kart or bumper car hit stationary object","13","Ran into barrier, no brakes applied.","Pain"
"898105","31-Dec-1996","OH","Gravitron/Starship 2000","Rotor/gravitron","Wisdom Industries, Ltd.","Other","16","Patron sustained neck in jury when the Gravitron ride operator was ""horseplaying"" and fell on...","Neck injury.  Admitted to hospital."
"898101","31-Dec-1996","OH","go kart","Go-kart","Soli","Go-kart or bumper car hit stationary object","14","Child driving go-kart tried to avoid contact with another kart and collided with the containment...","Broken wrist.  Admitted to hospital."
"899713","31-Dec-1996","TX","go kart","Go-kart","J & J Amusements, Inc","Go-kart or bumper car hit stationary object","","Hit tire in pit area with kart.","Scratch"
"898100","31-Dec-1996","OH","carousel","Carousel","","Electrical shock","9","Child sustained electrical shock when she touched the fence of a merry-go-round ride.  The shock...","Electrical shock.  Admitted to hospital."
"898104","31-Dec-1996","OH","flying jet/rocket","Plane/jet/helicopter","","Ejection/fall from ride","2","Toddler stood up and jumped from kiddie rocket ride.","Admitted to hospital.  Injury not specified in report."
"898099","31-Dec-1996","OH","wave pool","Wave pool","","Patron flipped off inner tube or mat","43","Patron fell off tube and hit head on concrete bottom.","Head injury.  Admitted to hospital."
"898106","31-Dec-1996","OH","wave pool","Wave pool","","Patron's body hit something (participatory attraction)","33","Patron stepped off or jumped from shallow end of wave pool.","Ankle injury.  Admitted to hospital."
"898103","31-Dec-1996","OH","unidentified","Unknown","","Injured by foreign object","","Admission to hospital caused by suspected ingestion of chlorine fumes.  No other information in...","Inhalation of chlorine fumes.  Admitted to hospital."
"899712","26-Dec-1996","TX","go kart","Go-kart","FKL Go Karts Inc","Go-kart or bumper car hit stationary object","21","Hit railing head on.","Fracture, possible"
"897656","22-Dec-1996","FL","go kart","Go-kart","","Unknown (not enough info)","","Fell","Fell"
"898130","12-Dec-1996","NV","unidentified coaster","Coaster - miscellaneous","","Collision: operator-controlled vehicles","","Low speed collision between two trains on a roller coaster injured 4 operations workers.","4 people transported to local hospital with minor injuries."
"899710","06-Dec-1996","TX","go kart","Go-kart","J & J Amusements, Inc","Go-kart or bumper car hit stationary object","","Lost control & hit railing.","Bruise"
"899711","06-Dec-1996","TX","go kart","Go-kart","FKL Go Karts Inc","Collision: patron-controlled vehicles","37","Hit from behind by another car, ran into rail.","Pain, unconscious"
"897657","14-Nov-1996","FL","Mini Jet","Plane/jet/helicopter","Zamperla","Unknown (not enough info)","","12/6/96 atty requested records, no activity since","Facial Abrasion"
"899709","02-Nov-1996","TX","bumper cars","Bumper car","Soli","Equipment failure","28","Steering wheel snap.","Fingernail ripped off"
"897659","25-Oct-1996","FL","giant gondola wheel","Ferris/gondola wheel","","Unknown (not enough info)","","Fatality - unknown cause.","Death"
"897658","25-Oct-1996","FL","unidentified","Unknown","","Load/Unload: scrape or stumble","","Slip & Fall","Slip & Fall"
"899708","24-Oct-1996","TX","wooden coaster","Coaster - wooden","Dinn","Patron hit something within ride vehicle","34","Hit side of car.","Pain"
"899707","22-Oct-1996","TX","go kart","Go-kart","FKL Go Karts Inc","Collision: patron-controlled vehicles","","Struck from behind by another kart.","Strain"
"899706","18-Oct-1996","TX","Love Bugs","Coaster - miscellaneous","Mack Rides","Unknown (not enough info)","39","Abrasion","Abrasion"
"899703","17-Oct-1996","TX","go kart","Go-kart","Soli","Collision: patron-controlled vehicles","15","Bumped car ahead.","Sprain, possible"
"899704","17-Oct-1996","TX","go kart","Go-kart","Soli","Collision: patron-controlled vehicles","13","Bumped from behind.","Abrasion"
"899705","17-Oct-1996","TX","go kart","Go-kart","Soli","Collision: patron-controlled vehicles","5","Hit from behind in pit.","Pain"
"899702","11-Oct-1996","TX","flume ride","Flume ride","O.D. Hopkins Associates, Inc.","Patron hit something within ride vehicle","40","Boat came down forcefully & hit the water.",""
"899701","06-Oct-1996","TX","Evolution","Ranger/kamikaze","Fabbri Group","Load/Unload: hit or pinched by restraint","13","Safety bar","Pinched, laceration"
"899700","05-Oct-1996","TX","kiddie roundabout","Roundabout","","Load/Unload: scrape or stumble","4","As child was running to the ride, fell.",""
"899699","28-Sep-1996","TX","carousel","Carousel","SDC","Load/Unload: scrape or stumble","7","Child fell on concrete floor","Bump"
"899698","21-Sep-1996","TX","waterslide","Water slide","Whitewater West Industries Ltd.","Patron's body hit something (participatory attraction)","22","Hit against the end of the boat.","Pain"
"899695","20-Sep-1996","TX","go kart","Go-kart","J & J Amusements, Inc","Go-kart or bumper car hit stationary object","","Lost control & hit railing.","Sprain"
"899696","20-Sep-1996","TX","go kart","Go-kart","J & J Amusements, Inc","Go-kart or bumper car hit stationary object","","Lost control & hit railing.","Pain"
"899697","20-Sep-1996","TX","go kart","Go-kart","J & J Amusements, Inc","Unknown (not enough info)","","Broke","Broke"
"899694","14-Sep-1996","TX","go kart","Go-kart","","Unknown (not enough info)","","Patron would not follow directions.","Pain"
"898054","06-Sep-1996","NY","kiddie ride","Unknown","","Ejection/fall from ride","","Child stood up in ride as it started and fell out, striking face on concrete.","Concussion and contusion to face."
"899693","06-Sep-1996","TX","waterslide","Water slide","","Body pain (normal motion)","","Pain","Pain"
"898125","04-Sep-1996","NV","giant swing","Giant swing","","Extremity hit something outside carrier","","Patron sustained injuries to toes by striking a windmill fan during flight.","Injuries to toes."
"899692","01-Sep-1996","TX","go kart","Go-kart","Soli","Go-kart or bumper car hit stationary object","41","Lost control of kart and ran in guardrail.","Pain"
"899691","01-Sep-1996","TX","waterslide","Water slide","Wave Tek","Patron's body hit something (participatory attraction)","","Bumped foot on wall.","Pain"
"899689","31-Aug-1996","TX","waterslide","Water slide","","Load/Unload: scrape or stumble","44","Feel down","Dizziness/confusion"
"899690","31-Aug-1996","TX","water coaster waterslide","Water slide","","Body pain (normal motion)","","Pain","Pain"
"899688","30-Aug-1996","TX","waterslide","Water slide","New Wave Ride Inc.","Entrapment or pinch-point","15","Caught thumb in slots.","Sprain, strain"
"897660","24-Aug-1996","FL","waterslide","Water slide","","Unknown (not enough info)","","9/6/96 Records requested/sent, no activity since","R ankle inj."
"899687","23-Aug-1996","TX","go kart","Go-kart","Soli","Go-kart or bumper car hit stationary object","12","Hit guard rail.","Bit tongue"
"899686","17-Aug-1996","TX","go kart","Go-kart","Morgan","Go-kart crashed (no further description)","5","Patron could not control car, patron hurt.","Avulsion, tooth broke"
"899685","16-Aug-1996","TX","unidentified","Unknown","","Unknown (not enough info)","","Bruise","Bruise"
"899684","16-Aug-1996","TX","water coaster waterslide","Water slide","","Body pain (normal motion)","","Pain","Pain"
"899683","15-Aug-1996","TX","waterslide","Water slide","","Body pain (normal motion)","","Pain","Pain"
"899680","13-Aug-1996","TX","Boomerang","Coaster - miscellaneous","Vekoma","Body pain (normal motion)","20","Felt pain in neck during the ride.","Strain"
"899682","13-Aug-1996","TX","family raft","Water slide","","Body pain (normal motion)","","Pain","Pain"
"899681","13-Aug-1996","TX","waterslide","Water slide","Clark","Patron's body hit something (participatory attraction)","43","Scraped hand on side of slide","Laceration"
"899679","12-Aug-1996","TX","waterslide","Water slide","Pro Slide","Patron's body hit something (participatory attraction)","25","Foot hit against wall of slide","Laceration"
"899677","11-Aug-1996","TX","go kart","Go-kart","Soli","Collision: patron-controlled vehicles","14","Hit from behind.","Pain"
"899678","11-Aug-1996","TX","waterslide","Water slide","Pro Slide","Hyperextension or dislocation","43","Dislocation","Dislocation"
"899675","10-Aug-1996","TX","waterslide","Water slide","Plantation","Patron flipped off inner tube or mat","35","Flipped over on tube.","Trauma, strain"
"899676","10-Aug-1996","TX","water coaster waterslide","Water slide","O.D. Hopkins Associates, Inc.","Unknown (not enough info)","","Would not follow directions.","Pain"
"899674","09-Aug-1996","TX","waterslide","Water slide","Clark","Patron's body hit something (participatory attraction)","6","Hit chin on side of slide","Laceration"
"899672","07-Aug-1996","TX","family raft","Water slide","","Unknown (not enough info)","","Laceration","Laceration"
"899673","07-Aug-1996","TX","family raft","Water slide","","Unknown (not enough info)","","Laceration","Laceration"
"899670","06-Aug-1996","TX","waterslide","Water slide","","Patrons collided","34","Bumped heads with another guest","Laceration"
"899671","06-Aug-1996","TX","waterslide","Water slide","","Patron's body hit something (participatory attraction)","","Stopped tube using foot.","Laceration"
"897661","06-Aug-1996","FL","wave pool","Wave pool","","Choking, water inhalation, suffocation","","near drowning","near drowning"
"899668","03-Aug-1996","TX","go kart","Go-kart","J & J Amusements, Inc","Collision: patron-controlled vehicles","","Struck from behind by another kart.","Whiplash"
"899664","03-Aug-1996","TX","flume ride","Flume ride","O.D. Hopkins Associates, Inc.","Patron hit something within ride vehicle","2","Boat came down forcefully & hit the water.",""
"899667","03-Aug-1996","TX","waterslide","Water slide","Pro Slide","Patron's body hit something (participatory attraction)","29","Hit bottom of pool and foot snapped","Swollen"
"899663","03-Aug-1996","TX","Shotgun Falls","Water slide","Plantation","Patron's body hit something (participatory attraction)","13","Hit his toe at an unknown location.","Cut to toe at joint"
"899661","02-Aug-1996","TX","Mine Train","Coaster - mine train","Arrow Dynamics","Body pain (normal motion)","20","Pain when train entered the breaking area.","Strain"
"899660","02-Aug-1996","TX","go kart","Go-kart","FKL Go Karts Inc","Collision: patron-controlled vehicles","","Struck by another kart & pushed in wall.","Bump, strain"
"899659","02-Aug-1996","TX","waterslide","Water slide","","Patrons collided","","Bumped heads with another guest","Laceration to head and chipped tooth"
"899662","02-Aug-1996","TX","waterslide","Water slide","Wave Tek","Body pain (normal motion)","","Pain","Pain"
"899657","31-Jul-1996","TX","play structure","Play structure","","Fall (climb or play area)","11","Slipped, fell on rock wall.","Fracture"
"899658","31-Jul-1996","TX","water coaster waterslide","Water slide","","Patrons collided","","Bumped another guest.","Laceration"
"899656","30-Jul-1996","TX","tube slide","Water slide","","Patron flipped off inner tube or mat","34","Fell out of tube in pool.","Myalgia"
"899652","30-Jul-1996","TX","go kart","Go-kart","Soli","Injured by foreign object","42","Stated foreign object flew out of car in front.","Foreign object in eye"
"899651","30-Jul-1996","TX","family raft","Water slide","","Body pain (normal motion)","","Pain","Pain"
"899650","30-Jul-1996","TX","waterslide","Water slide","Whitewater West Industries Ltd.","Patron's body hit something (participatory attraction)","43","Prior to discharge, banged her head.","Pain"
"899653","30-Jul-1996","TX","waterslide","Water slide","","Injured by foreign object","11","Possible chlorine fume inhalation.","Lung irritation"
"899654","30-Jul-1996","TX","waterslide","Water slide","","Injured by foreign object","9","Possible chlorine fume inhalation.","Lung irritation"
"899655","30-Jul-1996","TX","waterslide","Water slide","","Patrons collided","31","Bumped heads with another guest","Laceration"
"899648","29-Jul-1996","TX","car ride","Car ride","Arrow Dynamics","Collision: patron-controlled vehicles","32","Hit from behind.","Myalgia"
"899649","29-Jul-1996","TX","waterslide","Water slide","Hydra Tube","Hyperextension or dislocation","37","Landed on shoulder upon entering water.","Dislocated"
"899647","27-Jul-1996","TX","lazy river","Lazy river","","Patrons collided","14","Kicked on knee by another guest","Pin in left knee"
"899646","26-Jul-1996","TX","wooden coaster","Coaster - wooden","Dinn","Body pain (normal motion)","38","Felt chest pain during & after the ride.","Pain"
"899645","25-Jul-1996","TX","go kart","Go-kart","Soli","Patrons collided within vehicle","41","Mother & daughter hit heads in spin.",""
"899644","24-Jul-1996","TX","waterslide","Water slide","Clark","Patron flipped off inner tube or mat","40","Flipped over when going down slide.","Laceration"
"899643","23-Jul-1996","TX","go kart","Go-kart","Soli","Go-kart or bumper car hit stationary object","17","Driver hit railing.","Pain"
"899642","23-Jul-1996","TX","waterslide","Water slide","Wave Tek","Body pain (normal motion)","12","Hurt back when patron hit the water.","Pain"
"899639","22-Jul-1996","TX","tube slide","Water slide","","Patron flipped off inner tube or mat","10","Fell out of tube.","Fracture"
"899641","22-Jul-1996","TX","speed slide","Water slide","","Body pain (normal motion)","","Pain","Pain"
"899640","22-Jul-1996","TX","waterslide","Water slide","Clark","Patron's body hit something (participatory attraction)","27","Jumped into flume, hit dry spot.","Fracture"
"899636","21-Jul-1996","TX","body slide","Water slide","","Patron's body hit something (participatory attraction)","47","Hit steps on ride.","Pain"
"899637","21-Jul-1996","TX","waterslide","Water slide","Wave Tek","Patron's body hit something (participatory attraction)","10","Cut foot near bottom of slide.","Laceration"
"899638","21-Jul-1996","TX","waterslide","Water slide","","Patron's body hit something (participatory attraction)","33","Bumped side of slide","Laceration"
"899635","20-Jul-1996","TX","waterslide","Water slide","Whitewater West Industries Ltd.","Injured in queue or exit","10","Jumped at top of slide & hit head on railing.","Laceration"
"899629","19-Jul-1996","TX","rafting ride","Rafting ride","O.D. Hopkins Associates, Inc.","Injured in queue or exit","10","Struck head on entrance railing.","Avulsion"
"899630","19-Jul-1996","TX","waterslide","Water slide","Hydra Tube","Patrons collided","14","Hit in back by patronwhile going down slide.","Pain"
"899632","19-Jul-1996","TX","waterslide","Water slide","New Wave Ride Inc.","Patrons collided","7","Struck another guest's head.","Pain"
"899633","19-Jul-1996","TX","waterslide","Water slide","","Patrons collided","36","Bumped Heads with another guest","Laceration"
"899628","19-Jul-1996","TX","wave pool","Wave pool","","Patron flipped off inner tube or mat","11","Flipped over on tube, hit head.","Trauma"
"899631","19-Jul-1996","TX","Shotgun Falls","Water slide","Surf Coaster","Hyperextension or dislocation","33","Coming down slide, legs did splits and bent backwards","Bump"
"899627","18-Jul-1996","TX","Sky Diver","Wheel w/spinning cars","Chance Manufacturing, Inc.","Unknown (not enough info)","13","Car was spinning.",""
"899626","18-Jul-1996","TX","waterslide","Water slide","Plantation","Patron flipped off inner tube or mat","44","Flipped over on tube.","Bruise, neck strain"
"899622","17-Jul-1996","TX","kiddie pool","Wet play","Whitewater West Industries Ltd.","Load/Unload: scrape or stumble","52","Slipped upon exiting pool.","Fracture, possible"
"899625","17-Jul-1996","TX","kiddie pool","Wet play","Whitewater West Industries Ltd.","Fall (climb or play area)","39","Slipped and fell in the pool","Fracture"
"899623","17-Jul-1996","TX","waterslide","Water slide","","Patron's body hit something (participatory attraction)","","Bumped foot on slide.","Pain"
"899624","17-Jul-1996","TX","wave pool","Wave pool","","Injured by foreign object","14","Holding token in mounth.","Pain"
"899620","16-Jul-1996","TX","speed slide","Water slide","","Patron's body hit something (participatory attraction)","","Foot bumped wall","Pain"
"899619","16-Jul-1996","TX","body slide","Water slide","","Patron flipped off inner tube or mat","14","Flipped out of tube, hit chin.","Laceration"
"899621","16-Jul-1996","TX","family raft","Water slide","","Body pain (normal motion)","","Pain","Pain"
"899618","14-Jul-1996","TX","dry slide","Slide","","Equipment failure","","Feet broke through bag on super slide.","Fracture"
"899617","14-Jul-1996","TX","car ride","Car ride","Arrow Dynamics","Collision: patron-controlled vehicles","35","Hit from behind.","Myalgia"
"899616","14-Jul-1996","TX","waterslide","Water slide","Clark","Patron's body hit something (participatory attraction)","40","Cut hand on edge of slide","Laceration"
"899614","13-Jul-1996","TX","Swiss Bob","Coaster - bobsled","Intamin AG","Patron hit something within ride vehicle","9","Struck wrist on the lapbar.","Contusion"
"899615","13-Jul-1996","TX","Swiss Bob","Coaster - bobsled","Intamin AG","Patron hit something within ride vehicle","20","Chest was hit on lapbar.","Contusion"
"899611","12-Jul-1996","TX","waterslide","Water slide","","Body pain (normal motion)","","Pain","Pain"
"899612","12-Jul-1996","TX","waterslide","Water slide","","Patrons collided","","Bumped another guest.","Pain"
"899613","12-Jul-1996","TX","waterslide","Water slide","Whitewater West Industries Ltd.","Patron flipped off inner tube or mat","15","Rocked boat until it flipped over.",""
